EC	Name
EC:1.1.2.7	Methanol dehydrogenase (cytochrome c)
EC:1.1.2.8	Alcohol dehydrogenase (cytochrome c)
EC:1.1.2.9	1-butanol dehydrogenase (cytochrome c)
EC:1.1.2.10	Lanthanide-dependent methanol dehydrogenase
EC:1.1.3.1	Transferred entry: 1.1.3.15
EC:1.1.3.2	Transferred entry: 1.13.12.4
EC:1.1.3.3	Deleted entry
EC:1.1.3.4	Glucose oxidase
EC:1.1.3.5	Hexose oxidase
EC:1.1.3.6	Cholesterol oxidase
EC:1.1.3.7	Aryl-alcohol oxidase
EC:1.1.3.8	L-gulonolactone oxidase
EC:1.1.3.9	Galactose oxidase
EC:1.1.3.10	Pyranose oxidase
EC:1.1.3.11	L-sorbose oxidase
EC:1.1.3.12	Pyridoxine 4-oxidase
EC:1.1.3.13	Alcohol oxidase
EC:1.1.3.14	Catechol oxidase (dimerizing)
EC:1.1.3.15	(S)-2-hydroxy-acid oxidase
EC:1.1.3.16	Ecdysone oxidase
EC:1.1.3.17	Choline oxidase
EC:1.1.3.18	Secondary-alcohol oxidase
EC:1.1.3.19	4-hydroxymandelate oxidase (decarboxylating)
EC:1.1.3.20	Long-chain-alcohol oxidase
EC:1.1.3.21	Glycerol-3-phosphate oxidase
EC:1.1.3.22	Transferred entry: 1.17.3.2
EC:1.1.3.23	Thiamine oxidase
EC:1.1.3.24	Transferred entry: 1.3.3.12
EC:1.1.3.25	Transferred entry: 1.1.99.18
EC:1.1.3.26	Transferred entry: 1.21.3.2
EC:1.1.3.27	Hydroxyphytanate oxidase
EC:1.1.3.28	Nucleoside oxidase
EC:1.1.3.29	N-acylhexosamine oxidase
EC:1.1.3.30	Polyvinyl-alcohol oxidase
EC:1.1.3.31	Deleted entry
EC:1.1.3.32	Transferred entry: 1.14.19.64
EC:1.1.3.33	Transferred entry: 1.14.19.65
EC:1.1.3.34	Transferred entry: 1.14.19.66
EC:1.1.3.35	Transferred entry: 1.14.19.67
EC:1.1.3.36	Transferred entry: 1.14.19.68
EC:1.1.3.37	D-arabinono-1,4-lactone oxidase
EC:1.1.3.38	Vanillyl-alcohol oxidase
EC:1.1.3.39	Nucleoside oxidase (H(2)O(2)-forming)
EC:1.1.3.40	D-mannitol oxidase
EC:1.1.3.41	Alditol oxidase
EC:1.1.3.42	Prosolanapyrone-II oxidase
EC:1.1.3.43	Paromamine 6'-oxidase
EC:1.1.3.44	6'''-hydroxyneomycin C oxidase
EC:1.1.3.45	Aclacinomycin-N oxidase
EC:1.1.3.46	4-hydroxymandelate oxidase
EC:1.1.3.47	5-(hydroxymethyl)furfural oxidase
EC:1.1.3.48	3-deoxy-alpha-D-manno-octulosonate 8-oxidase
EC:1.1.3.49	(R)-mandelonitrile oxidase
EC:1.1.4.1	Transferred entry: 1.17.4.4
EC:1.1.4.2	Transferred entry: 1.17.4.5
EC:1.1.5.1	Deleted entry
EC:1.1.5.2	Quinoprotein glucose dehydrogenase (PQQ, quinone)
EC:1.1.5.3	Glycerol-3-phosphate dehydrogenase
EC:1.1.5.4	Malate dehydrogenase (quinone)
EC:1.1.5.5	Alcohol dehydrogenase (quinone)
EC:1.1.5.6	Transferred entry: 1.17.5.3
EC:1.1.5.7	Cyclic alcohol dehydrogenase (quinone)
EC:1.1.5.8	Quinate dehydrogenase (quinone)
EC:1.1.5.9	Glucose 1-dehydrogenase (FAD, quinone)
EC:1.1.5.10	D-2-hydroxyacid dehydrogenase (quinone)
EC:1.1.5.11	1-butanol dehydrogenase (quinone)
EC:1.1.5.12	D-lactate dehydrogenase (quinone)
EC:1.1.5.13	(S)-2-hydroxyglutarate dehydrogenase
EC:1.1.5.n1	Quinoprotein inositol dehydrogenase
EC:1.1.7.1	4-hydroxybenzoyl-CoA reductase
EC:1.1.9.1	Alcohol dehydrogenase (azurin)
EC:1.1.98.1	Transferred entry: 1.1.9.1
EC:1.1.98.2	Glucose-6-phosphate dehydrogenase (coenzyme-F420)
EC:1.1.98.3	Decaprenylphospho-beta-D-ribofuranose 2-dehydrogenase
EC:1.1.98.4	F420H(2):quinone oxidoreductase
EC:1.1.98.5	Secondary-alcohol dehydrogenase (coenzyme-F420)
EC:1.1.98.6	Ribonucleoside-triphosphate reductase (formate)
EC:1.1.98.7	Serine-type anaerobic sulfatase-maturating enzyme
EC:1.1.99.1	Choline dehydrogenase
EC:1.1.99.2	L-2-hydroxyglutarate dehydrogenase
EC:1.1.99.3	Gluconate 2-dehydrogenase (acceptor)
EC:1.1.99.4	Dehydrogluconate dehydrogenase
EC:1.1.99.5	Transferred entry: 1.1.5.3
EC:1.1.99.6	D-lactate dehydrogenase (acceptor)
EC:1.1.99.7	Lactate--malate transhydrogenase
EC:1.1.99.8	Transferred entry: 1.1.2.7 and 1.1.2.8
EC:1.1.99.9	Pyridoxine 5-dehydrogenase
EC:1.1.99.10	Transferred entry: 1.1.5.9
EC:1.1.99.11	Fructose 5-dehydrogenase
EC:1.1.99.12	Sorbose dehydrogenase
EC:1.1.99.13	Glucoside 3-dehydrogenase
EC:1.1.99.14	Glycolate dehydrogenase
EC:1.1.99.15	Transferred entry: 1.5.1.20
EC:1.1.99.16	Transferred entry: 1.1.5.4
EC:1.1.99.17	Transferred entry: 1.1.5.2
EC:1.1.99.18	Cellobiose dehydrogenase (acceptor)
EC:1.1.99.19	Transferred entry: 1.17.99.4
EC:1.1.99.20	Alkan-1-ol dehydrogenase (acceptor)
EC:1.1.99.21	D-sorbitol dehydrogenase (acceptor)
EC:1.1.99.22	Glycerol dehydrogenase (acceptor)
EC:1.1.99.23	Transferred entry: 1.1.2.6
EC:1.1.99.24	Hydroxyacid-oxoacid transhydrogenase
EC:1.1.99.25	Transferred entry: 1.1.5.8
EC:1.1.99.26	3-hydroxycyclohexanone dehydrogenase
EC:1.1.99.27	(R)-pantolactone dehydrogenase (flavin)
EC:1.1.99.28	Glucose-fructose oxidoreductase
EC:1.1.99.29	Pyranose dehydrogenase (acceptor)
EC:1.1.99.30	2-oxo-acid reductase
EC:1.1.99.31	(S)-mandelate dehydrogenase
EC:1.1.99.32	L-sorbose 1-dehydrogenase
EC:1.1.99.33	Transferred entry: 1.17.99.7
EC:1.1.99.34	Transferred entry: 1.1.98.2
EC:1.1.99.35	Soluble quinoprotein glucose dehydrogenase
EC:1.1.99.36	Alcohol dehydrogenase (nicotinoprotein)
EC:1.1.99.37	Methanol dehydrogenase (nicotinoprotein)
EC:1.1.99.38	2-deoxy-scyllo-inosamine dehydrogenase (AdoMet-dependent)
EC:1.1.99.39	D-2-hydroxyglutarate dehydrogenase
EC:1.1.99.40	(R)-2-hydroxyglutarate--pyruvate transhydrogenase
EC:1.1.99.41	3-hydroxy-1,2-didehydro-2,3-dihydrotabersonine reductase
EC:1.1.99.42	4-pyridoxate dehydrogenase
EC:1.2.1.1	Transferred entry: 1.1.1.284 and 4.4.1.22
EC:1.2.1.2	Transferred entry: 1.17.1.9
EC:1.2.1.3	Aldehyde dehydrogenase (NAD(+))
EC:1.2.1.4	Aldehyde dehydrogenase (NADP(+))
EC:1.2.1.5	Aldehyde dehydrogenase (NAD(P)(+))
EC:1.2.1.6	Deleted entry
EC:1.2.1.7	Benzaldehyde dehydrogenase (NADP(+))
EC:1.2.1.8	Betaine-aldehyde dehydrogenase
EC:1.2.1.9	Glyceraldehyde-3-phosphate dehydrogenase (NADP(+))
EC:1.2.1.10	Acetaldehyde dehydrogenase (acetylating)
EC:1.2.1.11	Aspartate-semialdehyde dehydrogenase
EC:1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)
EC:1.2.1.13	Glyceraldehyde-3-phosphate dehydrogenase (NADP(+)) (phosphorylating)
EC:1.2.1.14	Transferred entry: 1.1.1.205
EC:1.2.1.15	Malonate-semialdehyde dehydrogenase
EC:1.2.1.16	Succinate-semialdehyde dehydrogenase (NAD(P)(+))
EC:1.2.1.17	Glyoxylate dehydrogenase (acylating)
EC:1.2.1.18	Malonate-semialdehyde dehydrogenase (acetylating)
EC:1.2.1.19	Aminobutyraldehyde dehydrogenase
EC:1.2.1.20	Glutarate-semialdehyde dehydrogenase
EC:1.2.1.21	Glycolaldehyde dehydrogenase
EC:1.2.1.22	Lactaldehyde dehydrogenase
EC:1.2.1.23	2-oxoaldehyde dehydrogenase (NAD(+))
EC:1.2.1.24	Succinate-semialdehyde dehydrogenase (NAD(+))
EC:1.2.1.25	Branched-chain alpha-keto acid dehydrogenase system
EC:1.2.1.26	2,5-dioxovalerate dehydrogenase
EC:1.2.1.27	Methylmalonate-semialdehyde dehydrogenase (CoA acylating)
EC:1.2.1.28	Benzaldehyde dehydrogenase (NAD(+))
EC:1.2.1.29	Aryl-aldehyde dehydrogenase
EC:1.2.1.30	Carboxylate reductase (NADP(+))
EC:1.2.1.31	L-aminoadipate-semialdehyde dehydrogenase
EC:1.2.1.32	Aminomuconate-semialdehyde dehydrogenase
EC:1.2.1.33	(R)-dehydropantoate dehydrogenase
EC:1.2.1.34	Transferred entry: 1.1.1.131
EC:1.2.1.35	Transferred entry: 1.1.1.203
EC:1.2.1.36	Retinal dehydrogenase
EC:1.2.1.37	Transferred entry: 1.17.1.4
EC:1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase
EC:1.2.1.39	Phenylacetaldehyde dehydrogenase
EC:1.2.1.40	Deleted entry
EC:1.2.1.41	Glutamate-5-semialdehyde dehydrogenase
EC:1.2.1.42	Hexadecanal dehydrogenase (acylating)
EC:1.2.1.43	Transferred entry: 1.17.1.10
EC:1.2.1.44	Cinnamoyl-CoA reductase
EC:1.2.1.45	Transferred entry: 1.1.1.312
EC:1.2.1.46	Formaldehyde dehydrogenase
EC:1.2.1.47	4-trimethylammoniobutyraldehyde dehydrogenase
EC:1.2.1.48	Long-chain-aldehyde dehydrogenase
EC:1.2.1.49	2-oxoaldehyde dehydrogenase (NADP(+))
EC:1.2.1.50	Long-chain-fatty-acyl-CoA reductase
EC:1.2.1.51	Pyruvate dehydrogenase (NADP(+))
EC:1.2.1.52	Oxoglutarate dehydrogenase (NADP(+))
EC:1.2.1.53	4-hydroxyphenylacetaldehyde dehydrogenase
EC:1.2.1.54	Gamma-guanidinobutyraldehyde dehydrogenase
EC:1.2.1.55	Transferred entry: 1.1.1.279
EC:1.2.1.56	Transferred entry: 1.1.1.280
EC:1.2.1.57	Butanal dehydrogenase
EC:1.2.1.58	Phenylglyoxylate dehydrogenase (acylating)
EC:1.2.1.59	Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+)) (phosphorylating)
EC:1.2.1.60	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase
EC:1.2.1.61	4-hydroxymuconic-semialdehyde dehydrogenase
EC:1.2.1.62	4-formylbenzenesulfonate dehydrogenase
EC:1.2.1.63	6-oxohexanoate dehydrogenase
EC:1.2.1.64	4-hydroxybenzaldehyde dehydrogenase (NAD(+))
EC:1.2.1.65	Salicylaldehyde dehydrogenase
EC:1.2.1.66	Transferred entry: 1.1.1.306
EC:1.2.1.67	Vanillin dehydrogenase
EC:1.2.1.68	Coniferyl-aldehyde dehydrogenase
EC:1.2.1.69	Fluoroacetaldehyde dehydrogenase
EC:1.2.1.70	Glutamyl-tRNA reductase
EC:1.2.1.71	Succinylglutamate-semialdehyde dehydrogenase
EC:1.2.1.72	Erythrose-4-phosphate dehydrogenase
EC:1.2.1.73	Sulfoacetaldehyde dehydrogenase
EC:1.2.1.74	Abieta-7,13-dien-18-al dehydrogenase
EC:1.2.1.75	Malonyl CoA reductase (malonate semialdehyde-forming)
EC:1.2.1.76	Succinate-semialdehyde dehydrogenase (acetylating)
EC:1.2.1.77	3,4-dehydroadipyl-CoA semialdehyde dehydrogenase (NADP(+))
EC:1.2.1.78	2-formylbenzoate dehydrogenase
EC:1.2.1.79	Succinate-semialdehyde dehydrogenase (NADP(+))
EC:1.2.1.80	Long-chain acyl-[acyl-carrier-protein] reductase
EC:1.2.1.81	Sulfoacetaldehyde dehydrogenase (acylating)
EC:1.2.1.82	Beta-apo-4'-carotenal oxygenase
EC:1.2.1.83	3-succinoylsemialdehyde-pyridine dehydrogenase
EC:1.2.1.84	Alcohol-forming fatty acyl-CoA reductase
EC:1.2.1.85	2-hydroxymuconate-6-semialdehyde dehydrogenase
EC:1.2.1.86	Geranial dehydrogenase
EC:1.2.1.87	Propanal dehydrogenase (CoA-propanoylating)
EC:1.2.1.88	L-glutamate gamma-semialdehyde dehydrogenase
EC:1.2.1.89	D-glyceraldehyde dehydrogenase (NADP(+))
EC:1.2.1.90	Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+))
EC:1.2.1.91	3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase
EC:1.2.1.92	3,6-anhydro-alpha-L-galactose dehydrogenase
EC:1.2.1.93	Transferred entry: 1.17.1.11
EC:1.2.1.94	Farnesal dehydrogenase
EC:1.2.1.95	L-2-aminoadipate reductase
EC:1.2.1.96	4-hydroxybenzaldehyde dehydrogenase (NADP(+))
EC:1.2.1.97	3-sulfolactaldehyde dehydrogenase
EC:1.2.1.98	2-hydroxy-2-methylpropanal dehydrogenase
EC:1.2.1.99	4-(gamma-glutamylamino)butanal dehydrogenase
EC:1.2.1.100	5-formyl-3-hydroxy-2-methylpyridine 4-carboxylate 5-dehydrogenase
EC:1.2.1.101	L-tyrosine reductase
EC:1.2.1.102	Isopyridoxal dehydrogenase (5-pyridoxate-forming)
EC:1.2.1.103	[Amino-group carrier protein]-6-phospho-L-2-aminoadipate reductase
EC:1.2.1.n1	Transferred entry: 1.2.1.77
EC:1.2.1.n2	Fatty acyl-CoA reductase
EC:1.2.1.n3	Transferred entry: 1.2.1.86
EC:1.2.2.1	Formate dehydrogenase (cytochrome)
EC:1.2.2.2	Deleted entry
EC:1.2.2.3	Transferred entry: 1.17.2.3
EC:1.2.2.4	Carbon-monoxide dehydrogenase (cytochrome b-561)
EC:1.2.3.1	Aldehyde oxidase
EC:1.2.3.2	Transferred entry: 1.17.3.2
EC:1.2.3.3	Pyruvate oxidase
EC:1.2.3.4	Oxalate oxidase
EC:1.2.3.5	Glyoxylate oxidase
EC:1.2.3.6	Pyruvate oxidase (CoA-acetylating)
EC:1.2.3.7	Indole-3-acetaldehyde oxidase
EC:1.2.3.8	Pyridoxal oxidase
EC:1.2.3.9	Aryl-aldehyde oxidase
EC:1.2.3.10	Deleted entry
EC:1.2.3.11	Transferred entry: 1.2.3.1
EC:1.2.3.12	Transferred entry: 1.14.13.82
EC:1.2.3.13	4-hydroxyphenylpyruvate oxidase
EC:1.2.3.14	Abscisic-aldehyde oxidase
EC:1.2.3.15	(Methyl)glyoxal oxidase
EC:1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)
EC:1.2.4.2	Oxoglutarate dehydrogenase (succinyl-transferring)
EC:1.2.4.3	Transferred entry: 1.2.4.4
EC:1.2.4.4	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)
EC:1.2.5.1	Pyruvate dehydrogenase (quinone)
EC:1.2.5.2	Aldehyde dehydrogenase (quinone)
EC:1.2.5.3	Aerobic carbon monoxide dehydrogenase
EC:1.2.7.1	Pyruvate synthase
EC:1.2.7.2	Deleted entry
EC:1.2.7.3	2-oxoglutarate synthase
EC:1.2.7.4	Anaerobic carbon-monoxide dehydrogenase
EC:1.2.7.5	Aldehyde ferredoxin oxidoreductase
EC:1.2.7.6	Glyceraldehyde-3-phosphate dehydrogenase (ferredoxin)
EC:1.2.7.7	3-methyl-2-oxobutanoate dehydrogenase (ferredoxin)
EC:1.2.7.8	Indolepyruvate ferredoxin oxidoreductase
EC:1.2.7.9	Transferred entry: 1.2.7.3
EC:1.2.7.10	Oxalate oxidoreductase
EC:1.2.7.11	2-oxoacid oxidoreductase (ferredoxin)
EC:1.2.7.12	Formylmethanofuran dehydrogenase
EC:1.2.98.1	Formaldehyde dismutase
EC:1.2.99.1	Transferred entry: 1.17.99.4
EC:1.2.99.2	Transferred entry: 1.2.7.4
EC:1.2.99.3	Transferred entry: 1.2.5.2
EC:1.2.99.4	Transferred entry: 1.2.98.1
EC:1.2.99.5	Transferred entry: 1.2.7.12
EC:1.2.99.6	Carboxylate reductase
EC:1.2.99.7	Aldehyde dehydrogenase (FAD-independent)
EC:1.2.99.8	Glyceraldehyde dehydrogenase (FAD-containing)
EC:1.2.99.9	Transferred entry: 1.17.98.3
EC:1.2.99.10	4,4'-diapolycopenoate synthase
EC:1.3.1.1	Dihydrouracil dehydrogenase (NAD(+))
EC:1.3.1.2	Dihydropyrimidine dehydrogenase (NADP(+))
EC:1.3.1.3	Delta(4)-3-oxosteroid 5-beta-reductase
EC:1.3.1.4	Transferred entry: 1.3.1.22
EC:1.3.1.5	Cucurbitacin Delta(23)-reductase
EC:1.3.1.6	Fumarate reductase (NADH)
EC:1.3.1.7	Meso-tartrate dehydrogenase
EC:1.3.1.8	Acyl-CoA dehydrogenase (NADP(+))
EC:1.3.1.9	Enoyl-[acyl-carrier-protein] reductase (NADH)
EC:1.3.1.10	Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
EC:1.3.1.11	2-coumarate reductase
EC:1.3.1.12	Prephenate dehydrogenase
EC:1.3.1.13	Prephenate dehydrogenase (NADP(+))
EC:1.3.1.14	Dihydroorotate dehydrogenase (NAD(+))
EC:1.3.1.15	Dihydroorotate dehydrogenase (NADP(+))
EC:1.3.1.16	Beta-nitroacrylate reductase
EC:1.3.1.17	3-methyleneoxindole reductase
EC:1.3.1.18	Kynurenate-7,8-dihydrodiol dehydrogenase
EC:1.3.1.19	Cis-1,2-dihydrobenzene-1,2-diol dehydrogenase
EC:1.3.1.20	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase
EC:1.3.1.21	7-dehydrocholesterol reductase
EC:1.3.1.22	3-oxo-5-alpha-steroid 4-dehydrogenase (NADP(+))
EC:1.3.1.23	Deleted entry
EC:1.3.1.24	Biliverdin reductase
EC:1.3.1.25	1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase
EC:1.3.1.26	Transferred entry: 1.17.1.8
EC:1.3.1.27	2-hexadecenal reductase
EC:1.3.1.28	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
EC:1.3.1.29	Cis-1,2-dihydro-1,2-dihydroxynaphthalene dehydrogenase
EC:1.3.1.30	Transferred entry: 1.3.1.22
EC:1.3.1.31	2-enoate reductase
EC:1.3.1.32	Maleylacetate reductase
EC:1.3.1.33	Protochlorophyllide reductase
EC:1.3.1.34	2,4-dienoyl-CoA reductase ((2E)-enoyl-CoA-producing)
EC:1.3.1.35	Transferred entry: 1.14.19.22
EC:1.3.1.36	Geissoschizine dehydrogenase
EC:1.3.1.37	Cis-2-enoyl-CoA reductase (NADPH)
EC:1.3.1.38	Trans-2-enoyl-CoA reductase (NADPH)
EC:1.3.1.39	Enoyl-[acyl-carrier-protein] reductase (NADPH, Re-specific)
EC:1.3.1.40	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate reductase
EC:1.3.1.41	Xanthommatin reductase
EC:1.3.1.42	12-oxophytodienoate reductase
EC:1.3.1.43	Arogenate dehydrogenase
EC:1.3.1.44	Trans-2-enoyl-CoA reductase (NAD(+))
EC:1.3.1.45	2'-hydroxyisoflavone reductase
EC:1.3.1.46	Biochanin-A reductase
EC:1.3.1.47	Alpha-santonin 1,2-reductase
EC:1.3.1.48	15-oxoprostaglandin 13-reductase
EC:1.3.1.49	Cis-3,4-dihydrophenanthrene-3,4-diol dehydrogenase
EC:1.3.1.50	Transferred entry: 1.1.1.252
EC:1.3.1.51	2'-hydroxydaidzein reductase
EC:1.3.1.52	Transferred entry: 1.3.8.5
EC:1.3.1.53	(3S,4R)-3,4-dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate dehydrogenase
EC:1.3.1.54	Precorrin-6A reductase
EC:1.3.1.55	Deleted entry
EC:1.3.1.56	Cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase
EC:1.3.1.57	Phloroglucinol reductase
EC:1.3.1.58	2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase
EC:1.3.1.59	Deleted entry
EC:1.3.1.60	Dibenzothiophene dihydrodiol dehydrogenase
EC:1.3.1.61	Deleted entry
EC:1.3.1.62	Pimeloyl-CoA dehydrogenase
EC:1.3.1.63	Transferred entry: 1.21.1.2
EC:1.3.1.64	Phthalate 4,5-cis-dihydrodiol dehydrogenase
EC:1.3.1.65	5,6-dihydroxy-3-methyl-2-oxo-1,2,5,6-tetrahydroquinoline dehydrogenase
EC:1.3.1.66	Cis-dihydroethylcatechol dehydrogenase
EC:1.3.1.67	Cis-1,2-dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate|dehydrogenase
EC:1.3.1.68	1,2-dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate dehydrogenase
EC:1.3.1.69	Zeatin reductase
EC:1.3.1.70	Delta(14)-sterol reductase
EC:1.3.1.71	Delta(24(24(1)))-sterol reductase
EC:1.3.1.72	Delta(24)-sterol reductase
EC:1.3.1.73	1,2-dihydrovomilenine reductase
EC:1.3.1.74	2-alkenal reductase (NAD(P)(+))
EC:1.3.1.75	3,8-divinyl protochlorophyllide a 8-vinyl-reductase (NADPH)
EC:1.3.1.76	Precorrin-2 dehydrogenase
EC:1.3.1.77	Anthocyanidin reductase ((2R,3R)-flavan-3-ol-forming)
EC:1.3.1.78	Arogenate dehydrogenase (NADP(+))
EC:1.3.1.79	Arogenate dehydrogenase (NAD(P)(+))
EC:1.3.1.80	Transferred entry: 1.3.7.12
EC:1.3.1.81	(+)-pulegone reductase
EC:1.3.1.82	(-)-isopiperitenone reductase
EC:1.3.1.83	Geranylgeranyl diphosphate reductase
EC:1.3.1.84	Acrylyl-CoA reductase (NADPH)
EC:1.3.1.85	Crotonyl-CoA carboxylase/reductase
EC:1.3.1.86	Crotonyl-CoA reductase
EC:1.3.1.87	3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate dehydrogenase
EC:1.3.1.88	tRNA-dihydrouridine(16/17) synthase (NAD(P)(+))
EC:1.3.1.89	tRNA-dihydrouridine(47) synthase (NAD(P)(+))
EC:1.3.1.90	tRNA-dihydrouridine(20a/20b) synthase (NAD(P)(+))
EC:1.3.1.91	tRNA-dihydrouridine(20) synthase (NAD(P)(+))
EC:1.3.1.92	Artemisinic aldehyde Delta(11(13)) reductase
EC:1.3.1.93	Very-long-chain enoyl-CoA reductase
EC:1.3.1.94	Polyprenol reductase
EC:1.3.1.95	Acryloyl-CoA reductase (NADH)
EC:1.3.1.96	Botryococcus squalene synthase
EC:1.3.1.97	Botryococcene synthase
EC:1.3.1.98	UDP-N-acetylmuramate dehydrogenase
EC:1.3.1.99	Transferred entry: 1.3.1.122
EC:1.3.1.100	Chanoclavine-I aldehyde reductase
EC:1.3.1.101	2,3-bis-O-geranylgeranyl-sn-glycerol 1-phosphate reductase (NAD(P)H)
EC:1.3.1.102	2-alkenal reductase (NADP(+))
EC:1.3.1.103	2-haloacrylate reductase
EC:1.3.1.104	Enoyl-[acyl-carrier-protein] reductase
EC:1.3.1.105	2-methylene-furan-3-one reductase
EC:1.3.1.106	Cobalt-precorrin-6A reductase
EC:1.3.1.107	Sanguinarine reductase
EC:1.3.1.108	Caffeoyl-CoA reductase
EC:1.3.1.109	Butanoyl-CoA dehydrogenase (NAD(+),ferredoxin)
EC:1.3.1.110	Lactate dehydrogenase (NAD(+),ferredoxin)
EC:1.3.1.111	Geranylgeranyl-bacteriochlorophyllide a reductase
EC:1.3.1.112	Anthocyanidin reductase ((2S)-flavan-3-ol-forming)
EC:1.3.1.113	(4-alkanoyl-5-oxo-2,5-dihydrofuran-3-yl)methyl phosphate reductase
EC:1.3.1.114	3-dehydro-bile acid Delta(4,6)-reductase
EC:1.3.1.115	3-oxocholoyl-CoA 4-desaturase
EC:1.3.1.116	7-beta-hydroxy-3-oxochol-24-oyl-CoA 4-desaturase
EC:1.3.1.117	Hydroxycinnamoyl-CoA reductase
EC:1.3.1.118	Meromycolic acid enoyl-[acyl-carrier-protein] reductase
EC:1.3.1.119	Chlorobenzene dihydrodiol dehydrogenase
EC:1.3.1.120	Cyclohexane-1-carbonyl-CoA reductase (NADP(+))
EC:1.3.1.121	4-amino-4-deoxyprephenate dehydrogenase
EC:1.3.1.122	(S)-8-oxocitronellyl enol synthase
EC:1.3.1.123	7-epi-iridoid synthase
EC:1.3.1.124	2,4-dienoyl-CoA reductase ((3E)-enoyl-CoA-producing)
EC:1.3.1.n1	Transferred entry: 1.3.1.87
EC:1.3.1.n2	Transferred entry: 1.14.19.52
EC:1.3.1.n3	Curcumin reductase
EC:1.3.2.1	Transferred entry: 1.3.8.1
EC:1.3.2.2	Transferred entry: 1.3.8.7
EC:1.3.2.3	L-galactonolactone dehydrogenase
EC:1.3.3.1	Transferred entry: 1.3.98.1
EC:1.3.3.2	Transferred entry: 1.14.19.20
EC:1.3.3.3	Coproporphyrinogen oxidase
EC:1.3.3.4	Protoporphyrinogen oxidase
EC:1.3.3.5	Bilirubin oxidase
EC:1.3.3.6	Acyl-CoA oxidase
EC:1.3.3.7	Dihydrouracil oxidase
EC:1.3.3.8	Tetrahydroberberine oxidase
EC:1.3.3.9	Transferred entry: 1.14.19.62
EC:1.3.3.10	Tryptophan alpha,beta-oxidase
EC:1.3.3.11	Pyrroloquinoline-quinone synthase
EC:1.3.3.12	L-galactonolactone oxidase
EC:1.3.3.13	Albonoursin synthase
EC:1.3.3.14	Aclacinomycin-A oxidase
EC:1.3.3.15	Coproporphyrinogen III oxidase (coproporphyrin-forming)
EC:1.3.4.1	Fumarate reductase (CoM/CoB)
EC:1.3.5.1	Succinate dehydrogenase (quinone)
EC:1.3.5.2	Dihydroorotate dehydrogenase (quinone)
EC:1.3.5.3	Protoporphyrinogen IX dehydrogenase (menaquinone)
EC:1.3.5.4	Fumarate reductase (quinol)
EC:1.3.5.5	15-cis-phytoene desaturase
EC:1.3.5.6	9,9'-di-cis-zeta-carotene desaturase
EC:1.3.7.1	6-hydroxynicotinate reductase
EC:1.3.7.2	15,16-dihydrobiliverdin:ferredoxin oxidoreductase
EC:1.3.7.3	Phycoerythrobilin:ferredoxin oxidoreductase
EC:1.3.7.4	Phytochromobilin:ferredoxin oxidoreductase
EC:1.3.7.5	Phycocyanobilin:ferredoxin oxidoreductase
EC:1.3.7.6	Phycoerythrobilin synthase
EC:1.3.7.7	Ferredoxin:protochlorophyllide reductase (ATP-dependent)
EC:1.3.7.8	Benzoyl-CoA reductase
EC:1.3.7.9	Transferred entry: 1.1.7.1
EC:1.3.7.10	Transferred entry: 1.14.19.8
EC:1.3.7.11	2,3-bis-O-geranylgeranyl-sn-glycero-phospholipid reductase
EC:1.3.7.12	Red chlorophyll catabolite reductase
EC:1.3.7.13	3,8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)
EC:1.3.7.14	3,8-divinyl chlorophyllide a reductase
EC:1.3.7.15	Chlorophyllide a reductase
EC:1.3.8.1	Short-chain acyl-CoA dehydrogenase
EC:1.3.8.2	4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)
EC:1.3.8.3	(R)-benzylsuccinyl-CoA dehydrogenase
EC:1.3.8.4	Isovaleryl-CoA dehydrogenase
EC:1.3.8.5	2-methyl-branched-chain-enoyl-CoA reductase
EC:1.3.8.6	Glutaryl-CoA dehydrogenase (ETF)
EC:1.3.8.7	Medium-chain acyl-CoA dehydrogenase
EC:1.3.8.8	Long-chain-acyl-CoA dehydrogenase
EC:1.3.8.9	Very-long-chain acyl-CoA dehydrogenase
EC:1.3.8.10	Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase
